area,tecnologia,defecto,causa,division,proyecto,
BACKEND/ENSAMBLE FINAL,LAQUEADO,DESPLAZADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,LACA EN AREA NO PERMITIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,SET UP,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,GOLDEN OBSOLETA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,PESTAÑAS DOBLADAS,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,SET UP,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD ABIERTA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD GOLPEADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,COMPONENTE ARRANCADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,DEFECTO DE PROVEEDOR,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,ETIQUETA DUPLICADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,GOLDEN OBSOLETA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,HOUSING EQUIVOCADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MAL ENSAMBLE,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PESTAÑA DAÑADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PINES DAÑADOS,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PRUEBAS DE INGENIERIA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,TAPA DAÑADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,UNIDAD GOLPEADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,COBRE EXPUESTO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,DEFECTO DE PROVEEDOR,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,DOBLE MARCADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,INFORMACION INCORRECTA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER DESPLAZADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER QUEMADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER TENUE,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,PRUEBAS DE INGENIERIA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,SERIAL DUPLICADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD GOLPEADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDADES SIN LASER,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CURADO,UNIDAD GOLPEADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CURADO,UNIDAD CAIDA AL PISO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAÑO POR FIXTURA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXCESO DE PRUEBAS,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,GOLDEN OBSOLETA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,KIT INCOMPLETO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PRUEBA DE INGENIERIA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SET UP,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SIN EVIDENCIA DE PIN,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CORRUPTA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD GOLPEADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD MAL COLOCADA EN FIXTURA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),DAÑO POR FIXTURA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),EXCESO DE PRUEBAS,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),FALLA 220 MASK ERROR,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),FALLA SYNC COUNTER EN EOL,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),GOLDEN OBSOLETA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),PRUEBA DE INGENIERIA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD CORRUPTA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD GOLPEADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD MAL COLOCADA EN FIXTURA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,ADICIONALES,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CANTO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE ARRANCADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE GIRADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CORTOS,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DESPLAZADOS,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DIAGNOSTICO EXHAUSTIVO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,FALTANTES,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,GOLDEN OBSOLETA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSUFICIENCIA SOLDADURA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,PIN ELEVADO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,TOMBSTONE,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD GOLPEADA,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,OBSOLESCENCIA,MATERIAL OSBOLETO,MANO DE OBRA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE ARRANCADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PASS-COUNT,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,FALLA DE ICT,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,GOLDEN OBSOLETA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,MAL FLUJO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,PRUEBAS DE INGENIERIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,SET UP,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,SIN INTERLOCKING,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD MAL COLOCADA EN FIXTURA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,BROCA O DISCO DAÑADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COBRE EXPUESTO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE FUERA DE GUIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,DESPANELIZADAS SIN DATOS DE AOI,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROGRAMA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PANEL QUEBRADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PRUEBAS DE INGENIERIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,SET UP,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,AGUJAS DOBLADAS,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,DISPENSADOR DESCALIBRADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,PRUEBAS DE INGENIERIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,DESPLAZADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,LACA EN AREA NO PERMITIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MAL MANEJO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,SET UP,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,GOLDEN OBSOLETA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,PESTAÑAS DOBLADAS,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,SET UP,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD ABIERTA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,COMPONENTE ARRANCADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,DEFECTO DE PROVEEDOR,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,ETIQUETA DUPLICADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,GOLDEN OBSOLETA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,HOUSING EQUIVOCADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MAL ENSAMBLE,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MAL MANEJO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PESTAÑA DAÑADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PINES DAÑADOS,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PRUEBAS DE INGENIERIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,TAPA DAÑADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,COBRE EXPUESTO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,DEFECTO DE PROVEEDOR,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,DOBLE MARCADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,INFORMACION INCORRECTA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER DESPLAZADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER QUEMADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER TENUE,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,PRUEBAS DE INGENIERIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,SERIAL DUPLICADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDADES SIN LASER,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CURADO,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CURADO,UNIDAD CAIDA AL PISO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAÑO POR FIXTURA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXCESO DE PRUEBAS,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,GOLDEN OBSOLETA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,KIT INCOMPLETO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PRUEBA DE INGENIERIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SET UP,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SIN EVIDENCIA DE PIN,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CORRUPTA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD MAL COLOCADA EN FIXTURA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),DAÑO POR FIXTURA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),EXCESO DE PRUEBAS,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),FALLA 220 MASK ERROR,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),FALLA SYNC COUNTER EN EOL,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),GOLDEN OBSOLETA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),PRUEBA DE INGENIERIA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD CORRUPTA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD MAL COLOCADA EN FIXTURA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,ADICIONALES,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CANTO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
